Club Name,Type,FB,IG,Website,Notes
PULSE Student Association,Health / Wellness / Environment,https://www.facebook.com/pulseucla,https://www.instagram.com/pulseucla/,pulseucla.wix.com/pulse,
The Happiness Club,Health / Wellness / Environment,,https://www.instagram.com/uclahappinessclub/?hl=en,,
Saving Hearts Foundation,Health / Wellness / Environment,https://www.facebook.com/savingheartsfoundation?ltclid=3bc2a1de-e8ea-4057-8ada-9072095537c1,https://www.instagram.com/uclahearts/?hl=en&ltclid=,https://savingheartsfoundation.com/?ltclid,Saving Hearts Foundation provides free preventative heart screenings to test for warning signs of Sudden Cardiac Arrest (SCA) and educates young adults on the importance of knowing how to perform CPR and use an AED.
Design Create Solar at UCLA,Health / Wellness / Environment,,https://www.instagram.com/designcreatesolar/,http://designcreatesolar.org/,
Bruins Public Health Club,Health / Wellness / Environment,https://www.facebook.com/bruinspublichealthclub,https://www.instagram.com/bruinspublichealth/,https://www.bruinspublichealthclub.org/,
Vietnamese Community Health Project at UCLA,Health / Wellness / Environment,https://www.facebook.com/vchbruins,https://www.instagram.com/vchbruins/,http://vchbruins.weebly.com,
The College Diabetes Network at UCLA,Health / Wellness / Environment,,https://www.instagram.com/uclacdn/,,Our Chapter of the College Diabetes Network was founded for the purpose of connecting college students with and affected by type 1 diabetes in the hopes that these connections will create a support network which will enable students to fulfill their potential and limit the negative psychological and physical effects of diabetes.
The Bruin Blood Initiative,Health / Wellness / Environment,https://www.facebook.com/uclabruinbloodinitiative/,https://www.instagram.com/bruinbloodinitiative/,https://bruinbloodinitiative.weebly.com/,
"E3: Ecology, Economy, Equity",Health / Wellness / Environment,,https://www.instagram.com/e3ucla/,https://e3ucla.wixsite.com/e3ucla,"E3 is a community of UCLA students who share a passion for tackling various current Enviromental issues. We are an umbrella organization that hosts a number of environmental focused campaigns: Earth Month, Fair Trade, Project H2O, Project TEAL (Trainings for Environmental Activists and Leaders), Zero Waste, and Marketing."
Project Lux,Health / Wellness / Environment,,https://www.instagram.com/projectluxucla/,https://uclaprojectlux.wixsite.com/website,
The Backpacking Club at UCLA,Health / Wellness / Environment,https://www.facebook.com/uclabackpackingclub/,https://www.instagram.com/uclabackpacking/,https://uclabackpackingclub.wixsite.com/tubc,
Fellowship for International Service and Health (FISH),Health / Wellness / Environment,https://www.facebook.com/uclafish/,https://www.instagram.com/uclafish/?hl=en,https://www.orangefish.org/,"Fellowship for International Service and Health (FISH) is an entirely student-run nonprofit service organization based at UCLA. Our mission is to improve the health and the lives of underserved populations through community improvement, health screenings, and lifestyle interventions. FISH serves the community of Maclovio Rojas, Mexico in partnership with local health professionals and works with the ultimate goal of improving the lives of the people we serve."
Donation of Tissues and Organs (DotOrg),Health / Wellness / Environment,,https://www.instagram.com/dotorgbruins,http://dotorgatucla.weebly.com/,
American Medical Women's Association Undergraduate Division,Health / Wellness / Environment,https://m.facebook.com/BruinAMWA/,https://www.instagram.com/amwaucla/?hl=en,https://amwaud.wixsite.com/amwa,
SKY at UCLA,Health / Wellness / Environment,https://www.facebook.com/pg/SKYatUCLA/,https://www.instagram.com/skyatucla/,,
APA Health C.A.R.E.,Health / Wellness / Environment,https://www.facebook.com/APAHealthCARE,https://www.instagram.com/apahcucla/,http://www.apahcare.com/,"APA Health CARE (Asian Pacific American Health Collaboration, Access, Resource & Education) is a collaborative effort among UCLA undergraduates, public health students, medical students, nurses, and physicians that aims to improve the health and well-being of underserved Asians and Pacific Islanders in the Metropolitan Los Angeles area."
Emergency Medicine Research Associates (EMRA),Health / Wellness / Environment,https://m.facebook.com/emergencymedicineresearchassociates/,https://www.instagram.com/uclaemra/?hl=en,https://organizations.dgsom.ucla.edu/emra/pages/,
Community Health Collective,Health / Wellness / Environment,www.facebook.com/chc.at.ucla/,www.instagram.com/chc.ucla/,communityhealthcollective.org,"Community Health Collective at UCLA aims to take a community-centered approach in ameliorating health inequities in and around the Los Angeles area through inclusive and sustainable service collaborations and advocacy. We seek to support underserved patient populations by working alongside community organizations, elevating diverse perspectives of and pertaining to healthcare, and connecting undergraduates to opportunities to work with and learn from patients, healthcare providers, and community members. Currently, our projects center cultivating social-emotional skills among neurodiverse youth, ensuring primary and specialty care to Los Angeles residents, and providing wellness checks to elderly populations."
Unmasked at UCLA,Health / Wellness / Environment,,,https://www.unmaskedproject.com,n/a
Pre-Dental Student Outreach Program,Health / Wellness / Environment,https://m.facebook.com/PDSOP/,https://www.instagram.com/pdsop_ucla/?hl=en,https://www.uclapdsop.com/,"PDSOP Is an organization committed to advancing the UCLA pre-dental and dental community. Our organization provides valuable information regarding dental school applications, The DAT, recommendations for academic courses, advice on shadowing, and resume building. Members are exposed to plenty of opportunities to guide them on their paths to dental school: networking with dental students, meeting with faculty, volunteering opportunities, presentations from dental admissions representatives, and creating lifelong pre-dental friendships."
Dig: The Campus Garden Coalition at UCLA,Health / Wellness / Environment,https://m.facebook.com/digucla,https://www.instagram.com/digucla/,http://digucla.weebly.com/,
Ecological Restoration Association at UCLA,Health / Wellness / Environment,,https://www.instagram.com/eraatucla/?hl=en,https://eraatucla.wixsite.com/eraatucla,
Global Medical Missions Alliance at UCLA,Health / Wellness / Environment,https://www.facebook.com/groups/uclagmma,https://www.instagram.com/uclagmma/?hl=en,http://www.gmma7.org/ministry/chapters/ucla-student-chapter/,
Pages for Pediatrics,Health / Wellness / Environment,,https://www.instagram.com/pagesforpediatrics/?hl=en,www.pagesforpediatrics@gmail.com,
Reproductive Justice Health Center,Health / Wellness / Environment,,@rjhc_org,,
EndoMarch at UCLA,Health / Wellness / Environment,https://www.facebook.com/endomarchucla,https://www.instagram.com/endomarch_at_ucla/?fbclid=IwAR2wLu4reZQUWRPRXJSwX4WNZkOsY2b5QDJEt-vrbsniR-JXrROvvROu8-Q,https://endomarchatucla.weebly.com/,"I (Randhara Kotuwelle) am the new President of this club. The previous signatories have all graduated and I have reached out to them regarding having the signatories updated, but since the sign ups for the EAF are closing soon and since they don't have access to MyUCLA to change that, Caroline (the previous Vice President) told me to go ahead and sign up anyways. We anticipate to have the signatories updated ASAP. Please reach out to myself or Caroline if you have any questions. Thank you!"
Clinical Dental Outreach,Health / Wellness / Environment,https://m.facebook.com/UCLACDO/,https://www.instagram.com/uclacdo/?hl=en,https://www.uclacdo.com/,Clinical Dental Outreach (CDO) is a student-run organization at UCLA that exposes pre-dental students to a clinical environment and provides them with hands-on dental experience.
